Problem,Token,POS,Shape,Tag
89,b,PUNCT,x,O
89,),PUNCT,),O
89,ξ,NOUN,x,B-e_1
89,=,X,=,I-e_1
89,{,PUNCT,{,I-e_1
89,letters,NOUN,xxxx,I-e_1
89,of,ADP,xx,I-e_1
89,the,DET,xxx,I-e_1
89,alphabet,NOUN,xxxx,I-e_1
89,},PUNCT,},I-e_1
89,J,PROPN,X,B-e_1
89,=,SYM,=,I-e_1
89,{,PUNCT,{,I-e_1
89,a,DET,x,I-e_1
89,",",PUNCT,",",I-e_1
89,b,NOUN,x,I-e_1
89,",",PUNCT,",",I-e_1
89,c,NOUN,x,I-e_1
89,",",PUNCT,",",I-e_1
89,d,X,x,I-e_1
89,",",PUNCT,",",I-e_1
89,e,PUNCT,x,I-e_1
89,",",PUNCT,",",I-e_1
89,f,X,x,I-e_1
89,",",PUNCT,",",I-e_1
89,g,PUNCT,x,I-e_1
89,},PUNCT,},I-e_1
89,K,NOUN,X,B-e_1
89,=,SYM,=,I-e_1
89,{,PUNCT,{,I-e_1
89,a,DET,x,I-e_1
89,",",PUNCT,",",I-e_1
89,e,NOUN,x,I-e_1
89,",",PUNCT,",",I-e_1
89,i,PRON,x,I-e_1
89,",",PUNCT,",",I-e_1
89,o,X,x,I-e_1
89,",",PUNCT,",",I-e_1
89,u,NOUN,x,I-e_1
89,},PUNCT,},I-e_1
89,(,PUNCT,(,O
89,1,PUNCT,d,O
89,),PUNCT,),O
89,Find,VERB,Xxxx,O
89,n,CCONJ,x,B-e_1
89,(,PUNCT,(,I-e_1
89,J,PROPN,X,I-e_1
89,∪,PROPN,∪,I-e_1
89,K,PROPN,X,I-e_1
89,),PUNCT,),I-e_1
89,.,PUNCT,.,O
89,(,PUNCT,(,O
89,i,PUNCT,x,O
89,),PUNCT,),O
89,Find,VERB,Xxxx,O
89,J,PROPN,X,B-e_1
89,∩,PROPN,∩,I-e_1
89,K,PROPN,X,I-e_1
89,’,PUNCT,’,I-e_1
89,.,PUNCT,.,O
89,(,PUNCT,(,O
89,iii,PUNCT,xxx,O
89,),PUNCT,),O
89,Given,VERB,Xxxxx,O
89,that,ADP,xxxx,O
89,L,NOUN,X,B-e_1
89,⸦,NOUN,⸦,I-e_1
89,J,PROPN,X,I-e_1
89,and,CCONJ,xxx,O
89,L,PROPN,X,B-e_1
89,⸦,PROPN,⸦,I-e_1
89,K,PROPN,X,I-e_1
89,",",PUNCT,",",O
89,state,VERB,xxxx,O
89,the,DET,xxx,O
89,maximum,ADJ,xxxx,O
89,value,NOUN,xxxx,O
89,of,ADP,xx,O
89,n,NOUN,x,B-e_1
89,(,PUNCT,(,I-e_1
89,L,NOUN,X,I-e_1
89,),PUNCT,),I-e_1
89,.,PUNCT,.,O
89,(,PUNCT,(,O
89,iv,PUNCT,xx,O
89,),PUNCT,),O
89,A,DET,X,O
89,letter,NOUN,xxxx,O
89,is,VERB,xx,O
89,picked,VERB,xxxx,O
89,at,ADP,xx,O
89,random,ADJ,xxxx,O
89,from,ADP,xxxx,O
89,K,PROPN,X,B-e_1
89,.,PUNCT,.,O
89,Find,VERB,Xxxx,O
89,the,DET,xxx,O
89,probability,NOUN,xxxx,O
89,that,ADP,xxxx,O
89,it,PRON,xx,O
89,is,VERB,xx,O
89,not,ADV,xxx,O
89,an,DET,xx,O
89,element,NOUN,xxxx,O
89,of,ADP,xx,O
89,J,PROPN,X,B-e_1
89,.,PUNCT,.,O
90,It,PRON,Xx,O
90,is,VERB,xx,O
90,given,VERB,xxxx,O
90,that,ADP,xxxx,O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,ξ,NOUN,x,I-e_1
90,),PUNCT,),I-e_1
90,=,SYM,=,I-e_1
90,40,NUM,dd,I-e_1
90,",",PUNCT,",",O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,A,NOUN,X,I-e_1
90,),PUNCT,),I-e_1
90,=,SYM,=,I-e_1
90,13,NUM,dd,I-e_1
90,",",PUNCT,",",O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,B,NOUN,X,I-e_1
90,),PUNCT,),I-e_1
90,=,SYM,=,I-e_1
90,22,NUM,dd,I-e_1
90,",",PUNCT,",",O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,B,PROPN,X,I-e_1
90,',PUNCT,',I-e_1
90,∩,VERB,∩,I-e_1
90,A,NOUN,X,I-e_1
90,),PUNCT,),I-e_1
90,=,SYM,=,I-e_1
90,9,NUM,d,I-e_1
90,.,PUNCT,.,O
90,Find,VERB,Xxxx,O
90,(,PUNCT,(,O
90,i,PUNCT,x,O
90,),PUNCT,),O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,A,DET,X,I-e_1
90,∩,ADJ,∩,I-e_1
90,B,PROPN,X,I-e_1
90,),PUNCT,),I-e_1
90,(,PUNCT,(,O
90,ii,PUNCT,xx,O
90,),PUNCT,),O
90,n,CCONJ,x,B-e_1
90,(,PUNCT,(,I-e_1
90,A,DET,X,I-e_1
90,∪,NOUN,∪,I-e_1
90,B,NOUN,X,I-e_1
90,),PUNCT,),I-e_1
90,',PUNCT,',I-e_1
91,ξ,PUNCT,x,B-e_1
91,=,X,=,I-e_1
91,{,PUNCT,{,I-e_1
91,1,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,2,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,3,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,4,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,5,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,6,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,7,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,8,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,9,NUM,d,I-e_1
91,",",PUNCT,",",I-e_1
91,10,NUM,dd,I-e_1
91,},PUNCT,},I-e_1
91,",",PUNCT,",",O
91,A,NOUN,X,B-e_1
91,=,SYM,=,I-e_1
91,{,PUNCT,{,I-e_1
91,Prime,ADJ,Xxxxx,I-e_1
91,numbers,NOUN,xxxx,I-e_1
91,},PUNCT,},I-e_1
91,",",PUNCT,",",O
91,and,CCONJ,xxx,O
91,B,NOUN,X,B-e_1
91,=,SYM,=,I-e_1
91,{,PUNCT,{,I-e_1
91,Triangular,ADJ,Xxxxx,I-e_1
91,numbers,NOUN,xxxx,I-e_1
91,},PUNCT,},I-e_1
91,.,PUNCT,.,O
91,i,PRON,x,O
91,.,PUNCT,.,O
91,Write,VERB,Xxxxx,O
91,elements,NOUN,xxxx,O
91,of,ADP,xx,O
91,A,DET,X,B-e_1
91,ii,NUM,xx,O
91,.,PUNCT,.,O
91,Write,VERB,Xxxxx,O
91,elements,NOUN,xxxx,O
91,of,ADP,xx,O
91,B,PROPN,X,B-e_1
91,iii,NOUN,xxx,O
91,.,PUNCT,.,O
91,Show,VERB,Xxxx,O
91,above,ADP,xxxx,O
91,information,NOUN,xxxx,O
91,in,ADP,xx,O
91,a,DET,x,O
91,Venn,PROPN,Xxxx,O
91,diagram,NOUN,xxxx,O
91,.,PUNCT,.,O
91,iv,PUNCT,xx,O
91,.,PUNCT,.,O
91,Write,VERB,Xxxxx,O
91,elements,NOUN,xxxx,O
91,of,ADP,xx,O
91,(,PUNCT,(,B-e_1
91,A,DET,X,I-e_1
91,∩,PROPN,∩,I-e_1
91,B,PROPN,X,I-e_1
91,),PUNCT,),I-e_1
91,v,NOUN,x,O
91,.,PUNCT,.,O
91,What,NOUN,Xxxx,O
91,are,VERB,xxx,O
91,the,DET,xxx,O
91,elements,NOUN,xxxx,O
91,in,ADP,xx,O
91,(,PUNCT,(,B-e_1
91,A,DET,X,I-e_1
91,∪,NOUN,∪,I-e_1
91,B,NOUN,X,I-e_1
91,),PUNCT,),I-e_1
91,vi,NOUN,xx,O
91,.,PUNCT,.,O
91,How,ADV,Xxx,O
91,much,ADJ,xxxx,O
91,is,VERB,xx,O
91,n,CCONJ,x,B-e_1
91,(,PUNCT,(,I-e_1
91,A,DET,X,I-e_1
91,∪,NOUN,∪,I-e_1
91,B,NOUN,X,I-e_1
91,),PUNCT,),I-e_1
91,’,PUNCT,’,I-e_1
92,n,PUNCT,x,B-e_1
92,(,PUNCT,(,I-e_1
92,A,NOUN,X,I-e_1
92,-,PUNCT,-,I-e_1
92,B,NOUN,X,I-e_1
92,),PUNCT,),I-e_1
92,=,SYM,=,I-e_1
92,30,NUM,dd,I-e_1
92,and,CCONJ,xxx,O
92,n,PUNCT,x,B-e_1
92,(,PUNCT,(,I-e_1
92,A,DET,X,I-e_1
92,∪,NOUN,∪,I-e_1
92,B,NOUN,X,I-e_1
92,),PUNCT,),I-e_1
92,=,SYM,=,I-e_1
92,130,NUM,ddd,I-e_1
92,.,PUNCT,.,O
92,Find,VERB,Xxxx,O
92,n,CCONJ,x,B-e_1
92,(,PUNCT,(,I-e_1
92,B,NOUN,X,I-e_1
92,),PUNCT,),I-e_1
93,ξ,PUNCT,x,B-e_1
93,=,X,=,I-e_1
93,{,PUNCT,{,I-e_1
93,a,DET,x,I-e_1
93,",",PUNCT,",",I-e_1
93,b,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,c,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,d,X,x,I-e_1
93,",",PUNCT,",",I-e_1
93,e,PUNCT,x,I-e_1
93,",",PUNCT,",",I-e_1
93,f,X,x,I-e_1
93,",",PUNCT,",",I-e_1
93,g,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,h,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,i,PRON,x,I-e_1
93,",",PUNCT,",",I-e_1
93,j,NOUN,x,I-e_1
93,},PUNCT,},I-e_1
93,A,NOUN,X,B-e_1
93,=,SYM,=,I-e_1
93,{,PUNCT,{,I-e_1
93,a,DET,x,I-e_1
93,",",PUNCT,",",I-e_1
93,b,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,e,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,f,PUNCT,x,I-e_1
93,},PUNCT,},I-e_1
93,B,NOUN,X,B-e_1
93,=,SYM,=,I-e_1
93,{,PUNCT,{,I-e_1
93,b,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,c,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,d,X,x,I-e_1
93,",",PUNCT,",",I-e_1
93,e,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,g,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,h,NOUN,x,I-e_1
93,},PUNCT,},I-e_1
93,C,NOUN,X,B-e_1
93,=,PUNCT,=,I-e_1
93,{,PUNCT,{,I-e_1
93,e,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,f,X,x,I-e_1
93,",",PUNCT,",",I-e_1
93,g,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,h,NOUN,x,I-e_1
93,",",PUNCT,",",I-e_1
93,i,PRON,x,I-e_1
93,",",PUNCT,",",I-e_1
93,j,NOUN,x,I-e_1
93,},PUNCT,},I-e_1
93,List,PROPN,Xxxx,O
93,the,DET,xxx,O
93,elements,NOUN,xxxx,O
93,of,ADP,xx,O
93,the,DET,xxx,O
93,sets,NOUN,xxxx,O
93,(,PUNCT,(,O
93,a,PUNCT,x,O
93,),PUNCT,),O
93,A,DET,X,B-e_1
93,∩,PROPN,∩,I-e_1
93,B,PROPN,X,I-e_1
93,∩,VERB,∩,I-e_1
93,C,PROPN,X,I-e_1
93,(,PUNCT,(,O
93,1,NUM,d,O
93,),PUNCT,),O
93,(,PUNCT,(,O
93,b,PUNCT,x,O
93,),PUNCT,),O
93,(,PUNCT,(,B-e_1
93,A,DET,X,I-e_1
93,∪,NOUN,∪,I-e_1
93,B,NOUN,X,I-e_1
93,),PUNCT,),I-e_1
93,’,PUNCT,’,I-e_1
93,(,PUNCT,(,O
93,1,NUM,d,O
93,),PUNCT,),O
93,(,PUNCT,(,O
93,c,PUNCT,x,O
93,),PUNCT,),O
93,B,PROPN,X,B-e_1
93,∩,VERB,∩,I-e_1
93,C,NOUN,X,I-e_1
93,’,PUNCT,’,I-e_1
93,(,PUNCT,(,O
93,1,NUM,d,O
93,),PUNCT,),O
94,(,PUNCT,(,O
94,a,PUNCT,x,O
94,),PUNCT,),O
94,In,ADP,Xx,O
94,the,DET,xxx,O
94,Venn,PROPN,Xxxx,O
94,diagram,NOUN,xxxx,O
94,",",PUNCT,",",O
94,shade,VERB,xxxx,O
94,the,DET,xxx,O
94,region,NOUN,xxxx,O
94,which,ADJ,xxxx,O
94,represents,VERB,xxxx,O
94,the,DET,xxx,O
94,subset,NOUN,xxxx,O
94,(,PUNCT,(,B-e_1
94,P,NOUN,X,I-e_1
94,∪,NOUN,∪,I-e_1
94,Q,NOUN,X,I-e_1
94,’,PUNCT,’,I-e_1
94,),PUNCT,),I-e_1
94,∩,VERB,∩,I-e_1
94,R,NOUN,X,I-e_1
94,.,PUNCT,.,O
94,<,X,<,O
94,Diagram,PROPN,Xxxxx,O
94,>,X,>,O
94,[,PUNCT,[,O
94,1,NUM,d,O
94,],PUNCT,],O
94,(,PUNCT,(,O
94,b,PUNCT,x,O
94,),PUNCT,),O
94,ξ,NOUN,x,B-e_1
94,=,X,=,I-e_1
94,{,PUNCT,{,I-e_1
94,x,NOUN,x,I-e_1
94,:,PUNCT,:,I-e_1
94,x,PUNCT,x,I-e_1
94,is,VERB,xx,I-e_1
94,an,DET,xx,I-e_1
94,integer,NOUN,xxxx,I-e_1
94,and,CCONJ,xxx,I-e_1
94,22,NUM,dd,I-e_1
94,≤,NOUN,≤,I-e_1
94,x,SYM,x,I-e_1
94,≤,NOUN,≤,I-e_1
94,33,NUM,dd,I-e_1
94,},PUNCT,},I-e_1
94,E,NOUN,X,B-e_1
94,=,SYM,=,I-e_1
94,{,PUNCT,{,I-e_1
94,x,SYM,x,I-e_1
94,:,PUNCT,:,I-e_1
94,x,PUNCT,x,I-e_1
94,is,VERB,xx,I-e_1
94,an,DET,xx,I-e_1
94,even,ADJ,xxxx,I-e_1
94,number,NOUN,xxxx,I-e_1
94,},PUNCT,},I-e_1
94,T,NOUN,X,B-e_1
94,=,SYM,=,I-e_1
94,{,PUNCT,{,I-e_1
94,x,NOUN,x,I-e_1
94,:,PUNCT,:,I-e_1
94,x,PUNCT,x,I-e_1
94,is,VERB,xx,I-e_1
94,a,DET,x,I-e_1
94,multiple,NOUN,xxxx,I-e_1
94,of,ADP,xx,I-e_1
94,3,NUM,d,I-e_1
94,},PUNCT,},I-e_1
94,F,NOUN,X,B-e_1
94,=,SYM,=,I-e_1
94,{,PUNCT,{,I-e_1
94,x,SYM,x,I-e_1
94,:,PUNCT,:,I-e_1
94,x,PUNCT,x,I-e_1
94,is,VERB,xx,I-e_1
94,a,DET,x,I-e_1
94,multiple,NOUN,xxxx,I-e_1
94,of,ADP,xx,I-e_1
94,4,NUM,d,I-e_1
94,},PUNCT,},I-e_1
94,(,PUNCT,(,O
94,i,NOUN,x,O
94,),PUNCT,),O
94,List,VERB,Xxxx,O
94,the,DET,xxx,O
94,members,NOUN,xxxx,O
94,of,ADP,xx,O
94,T,PROPN,X,B-e_1
94,∩,VERB,∩,I-e_1
94,F,PROPN,X,I-e_1
94,.,PUNCT,.,O
94,Answer,NOUN,Xxxxx,O
94,……………………,PUNCT,…,O
94,.,PUNCT,…,O
94,[,PUNCT,…,O
94,1,PUNCT,…,O
94,],PUNCT,……,O
94,(,NOUN,……,O
94,ii,PUNCT,.,O
94,),PUNCT,[,O
94,Find,NUM,d,O
94,n,PUNCT,],B-e_1
94,(,PUNCT,(,I-e_1
94,E,PUNCT,xx,I-e_1
94,∪,PUNCT,),I-e_1
94,T,VERB,Xxxx,I-e_1
94,),CCONJ,x,I-e_1
94,.,PUNCT,(,O
94,Answer,NOUN,X,O
94,……………………,NOUN,∪,O
94,.,NOUN,X,O
94,[,PUNCT,),O
94,1,PUNCT,.,O
94,],NOUN,Xxxxx,O
94,(,PUNCT,…,O
94,iii,PUNCT,…,O
94,),PUNCT,…,O
94,Given,PUNCT,…,O
94,that,PUNCT,……,O
94,y,NOUN,……,B-e_1
94,∈,PUNCT,.,I-e_1
94,F,PUNCT,[,I-e_1
94,’∩,NUM,d,I-e_1
94,E,PUNCT,],I-e_1
94,",",PUNCT,(,O
94,find,PUNCT,xxx,O
94,one,PUNCT,),O
94,possible,VERB,Xxxxx,O
94,value,ADP,xxxx,O
94,of,PRON,x,O
94,y,PROPN,∈,B-e_1
94,.,PROPN,X,O
95,There,ADV,Xxxxx,O
95,are,VERB,xxx,O
95,52,NUM,dd,B-e_1
95,graduates,NOUN,xxxx,O
95,among,ADP,xxxx,O
95,the,DET,xxx,O
95,male,ADJ,xxxx,O
95,teachers,NOUN,xxxx,O
95,in,ADP,xx,O
95,a,DET,x,O
95,school,NOUN,xxxx,O
95,.,PUNCT,.,O
95,There,ADV,Xxxxx,O
95,are,VERB,xxx,O
95,64,NUM,dd,B-e_1
95,female,ADJ,xxxx,O
95,teachers,NOUN,xxxx,O
95,in,ADP,xx,O
95,this,DET,xxxx,O
95,school,NOUN,xxxx,O
95,and,CCONJ,xxx,O
95,38,NUM,dd,B-e_1
95,are,VERB,xxx,O
95,graduates,NOUN,xxxx,O
95,out,ADP,xxx,O
95,of,ADP,xx,O
95,them,PRON,xxxx,O
95,.,PUNCT,.,O
95,46,NUM,dd,B-e_1
95,male,ADJ,xxxx,O
95,teachers,NOUN,xxxx,O
95,are,VERB,xxx,O
95,not,ADV,xxx,O
95,graduates,NOUN,xxxx,O
95,.,PUNCT,.,O
95,<,X,<,O
95,diagram,VERB,xxxx,O
95,>,X,>,O
95,Copy,VERB,Xxxx,O
95,the,DET,xxx,O
95,above,ADJ,xxxx,O
95,venn,NOUN,xxxx,O
95,diagram,NOUN,xxxx,O
95,and,CCONJ,xxx,O
95,mark,VERB,xxxx,O
95,the,DET,xxx,O
95,above,ADJ,xxxx,O
95,data,NOUN,xxxx,O
95,in,ADP,xx,O
95,it,PRON,xx,O
95,.,PUNCT,.,O
95,What,NOUN,Xxxx,O
95,is,VERB,xx,O
95,the,DET,xxx,O
95,total,ADJ,xxxx,O
95,number,NOUN,xxxx,O
95,of,ADP,xx,O
95,teachers,NOUN,xxxx,O
95,in,ADP,xx,O
95,this,DET,xxxx,O
95,school,NOUN,xxxx,O
95,.,PUNCT,.,O
95,Calculate,VERB,Xxxxx,O
95,the,DET,xxx,O
95,probability,NOUN,xxxx,O
95,of,ADP,xx,O
95,selecting,VERB,xxxx,O
95,a,DET,x,O
95,graduate,ADJ,xxxx,O
95,male,ADJ,xxxx,O
95,teacher,NOUN,xxxx,O
95,when,ADV,xxxx,O
95,selecting,VERB,xxxx,O
95,a,DET,x,O
95,random,ADJ,xxxx,O
95,teacher,NOUN,xxxx,O
95,from,ADP,xxxx,O
95,the,DET,xxx,O
95,total,ADJ,xxxx,O
95,teacher,NOUN,xxxx,O
95,of,ADP,xx,O
95,this,DET,xxxx,O
95,school,NOUN,xxxx,O
95,.,PUNCT,.,O
95,Dark,VERB,Xxxx,O
95,the,DET,xxx,O
95,region,NOUN,xxxx,O
95,of,ADP,xx,O
95,G,NOUN,X,B-e_1
95,’∩,NOUN,’∩,I-e_1
95,L,NOUN,X,I-e_1
95,.,PUNCT,.,O
96,53,NUM,dd,B-e_1
96,customers,NOUN,xxxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,rice,NOUN,xxxx,O
96,",",PUNCT,",",O
96,17,NUM,dd,B-e_1
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,dhal,ADJ,xxxx,O
96,and,CCONJ,xxx,O
96,33,NUM,dd,B-e_1
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,sugar,NOUN,xxxx,O
96,from,ADP,xxxx,O
96,a,DET,x,O
96,shop,NOUN,xxxx,O
96,on,ADP,xx,O
96,an,DET,xx,O
96,hour,NOUN,xxxx,O
96,of,ADP,xx,O
96,a,DET,x,O
96,day,NOUN,xxx,O
96,.,PUNCT,.,O
96,These,DET,Xxxxx,O
96,information,NOUN,xxxx,O
96,is,VERB,xx,O
96,represented,VERB,xxxx,O
96,in,ADP,xx,O
96,the,DET,xxx,O
96,given,VERB,xxxx,O
96,venn,NOUN,xxxx,O
96,diagram,NOUN,xxxx,O
96,.,PUNCT,.,O
96,<,X,<,O
96,diagram,VERB,xxxx,O
96,>,X,>,O
96,Find,VERB,Xxxx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,only,ADJ,xxxx,O
96,sugar,NOUN,xxxx,O
96,if,ADP,xx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,rice,NOUN,xxxx,O
96,and,CCONJ,xxx,O
96,sugar,NOUN,xxxx,O
96,is,VERB,xx,O
96,20,NUM,dd,O
96,.,PUNCT,.,O
96,Find,VERB,Xxxx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,only,ADV,xxxx,O
96,dhal,ADJ,xxxx,O
96,and,CCONJ,xxx,O
96,rice,NOUN,xxxx,O
96,",",PUNCT,",",O
96,if,ADP,xx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,rice,NOUN,xxxx,O
96,",",PUNCT,",",O
96,dhal,ADJ,xxxx,O
96,and,CCONJ,xxx,O
96,sugar,NOUN,xxxx,O
96,is,VERB,xx,O
96,9,NUM,d,O
96,.,PUNCT,.,O
96,Calculate,VERB,Xxxxx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,had,VERB,xxx,O
96,bought,VERB,xxxx,O
96,only,ADV,xxxx,O
96,rice,NOUN,xxxx,O
96,.,PUNCT,.,O
96,Find,VERB,Xxxx,O
96,the,DET,xxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,who,NOUN,xxx,O
96,came,VERB,xxxx,O
96,to,ADP,xx,O
96,the,DET,xxx,O
96,shop,NOUN,xxxx,O
96,for,ADP,xxx,O
96,other,ADJ,xxxx,O
96,requirements,NOUN,xxxx,O
96,if,ADP,xx,O
96,the,DET,xxx,O
96,total,ADJ,xxxx,O
96,number,NOUN,xxxx,O
96,of,ADP,xx,O
96,customers,NOUN,xxxx,O
96,is,VERB,xx,O
96,87,NUM,dd,B-e_1
96,.,PUNCT,.,O
96,A,NOUN,X,B-e_1
96,=,SYM,=,I-e_1
96,{,PUNCT,{,I-e_1
96,Customers,NOUN,Xxxxx,I-e_1
96,who,NOUN,xxx,I-e_1
96,had,VERB,xxx,I-e_1
96,bought,VERB,xxxx,I-e_1
96,rice,NOUN,xxxx,I-e_1
96,},PUNCT,},I-e_1
96,B,NOUN,X,B-e_1
96,=,SYM,=,I-e_1
96,{,PUNCT,{,I-e_1
96,Customers,NOUN,Xxxxx,I-e_1
96,who,NOUN,xxx,I-e_1
96,had,VERB,xxx,I-e_1
96,bought,VERB,xxxx,I-e_1
96,dhal,ADJ,xxxx,I-e_1
96,},PUNCT,},I-e_1
96,Write,VERB,Xxxxx,O
96,a,DET,x,O
96,relationship,NOUN,xxxx,O
96,between,ADP,xxxx,O
96,set,VERB,xxx,O
96,A,DET,X,B-e_1
96,and,CCONJ,xxx,O
96,B,NOUN,X,B-e_1
96,in,ADP,xx,O
96,usual,ADJ,xxxx,O
96,notation,NOUN,xxxx,O
96,.,PUNCT,.,O
97,if,ADP,xx,O
97,",",PUNCT,",",O
97,ξ,NOUN,x,B-e_1
97,=,X,=,I-e_1
97,{,PUNCT,{,I-e_1
97,whole,ADJ,xxxx,I-e_1
97,numbers,NOUN,xxxx,I-e_1
97,that,ADJ,xxxx,I-e_1
97,are,VERB,xxx,I-e_1
97,less,ADJ,xxxx,I-e_1
97,than,ADP,xxxx,I-e_1
97,10,NUM,dd,I-e_1
97,},PUNCT,},I-e_1
97,A,NOUN,X,B-e_1
97,=,SYM,=,I-e_1
97,{,PUNCT,{,I-e_1
97,whole,ADJ,xxxx,I-e_1
97,numbers,NOUN,xxxx,I-e_1
97,that,ADJ,xxxx,I-e_1
97,are,VERB,xxx,I-e_1
97,less,ADJ,xxxx,I-e_1
97,than,ADP,xxxx,I-e_1
97,8,NUM,d,I-e_1
97,},PUNCT,},I-e_1
97,B,NOUN,X,B-e_1
97,=,SYM,=,I-e_1
97,{,PUNCT,{,I-e_1
97,multiples,NOUN,xxxx,I-e_1
97,of,ADP,xx,I-e_1
97,2,NUM,d,I-e_1
97,",",PUNCT,",",I-e_1
97,between,ADP,xxxx,I-e_1
97,1,NUM,d,I-e_1
97,and,CCONJ,xxx,I-e_1
97,10,NUM,dd,I-e_1
97,},PUNCT,},I-e_1
97,Write,VERB,Xxxxx,O
97,down,PART,xxxx,O
97,the,DET,xxx,O
97,following,VERB,xxxx,O
97,sets,NOUN,xxxx,O
97,",",PUNCT,",",O
97,listing,VERB,xxxx,O
97,up,PART,xx,O
97,all,ADJ,xxx,O
97,their,ADJ,xxxx,O
97,elements,NOUN,xxxx,O
97,.,PUNCT,.,O
97,i,PUNCT,x,O
97,),PUNCT,),O
97,A,DET,X,B-e_1
97,∪,NOUN,∪,I-e_1
97,B,NOUN,X,I-e_1
97,ii,NUM,xx,O
97,),PUNCT,),O
97,(,PUNCT,(,B-e_1
97,A,DET,X,I-e_1
97,∩,PROPN,∩,I-e_1
97,B,PROPN,X,I-e_1
97,),PUNCT,),I-e_1
97,Ꞌ,NOUN,X,I-e_1
98,A,DET,X,B-e_1
98,=,SYM,=,I-e_1
98,{,PUNCT,{,I-e_1
98,x,NOUN,x,I-e_1
98,:,PUNCT,:,I-e_1
98,x,PUNCT,x,I-e_1
98,is,VERB,xx,I-e_1
98,a,DET,x,I-e_1
98,prime,NOUN,xxxx,I-e_1
98,",",PUNCT,",",I-e_1
98,0,NUM,d,I-e_1
98,<,X,<,I-e_1
98,x,X,x,I-e_1
98,<,X,<,I-e_1
98,10,NUM,dd,I-e_1
98,},PUNCT,},I-e_1
98,Write,VERB,Xxxxx,O
98,down,PART,xxxx,O
98,the,DET,xxx,O
98,set,NOUN,xxx,O
98,A,NOUN,X,B-e_1
98,",",PUNCT,",",O
98,listing,VERB,xxxx,O
98,up,PART,xx,O
98,all,ADJ,xxx,O
98,its,ADJ,xxx,O
98,elements,NOUN,xxxx,O
98,.,PUNCT,.,O
99,If,ADP,Xx,O
99,n,CCONJ,x,B-e_1
99,(,PUNCT,(,I-e_1
99,A,NOUN,X,I-e_1
99,),PUNCT,),I-e_1
99,=,SYM,=,I-e_1
99,10,NUM,dd,I-e_1
99,",",PUNCT,",",O
99,n,CCONJ,x,B-e_1
99,(,PUNCT,(,I-e_1
99,A,DET,X,I-e_1
99,∪,NOUN,∪,I-e_1
99,B,NOUN,X,I-e_1
99,),PUNCT,),I-e_1
99,=,SYM,=,I-e_1
99,28,NUM,dd,I-e_1
99,and,CCONJ,xxx,O
